SMILES,Catalog ID
CN1CCC=2C=CC(=CC2C1=O)NC(=O)N3CCC(O)C3,Z1650365240
CC1=NOC(=N1)C2CCCN(C2)C(=O)C=3C=NN(C3)CCC(F)(F)F,Z1651292507
CNC(=O)CN(CC=1C=CC=C(C1)C(F)(F)F)C(=O)C(C)NC(=O)C2CCC2,Z1220415752
CC(C)N1C=CC(CS(=O)(=O)C2CCCC=3C=CC=CC32)=N1,Z1221587760
O=C(CSC1=NNC(=N1)C=2C=CC=CN2)NC(C3=CC=CS3)C=4C=CC=CC4,Z1222481578
CC1=C(C)C2=NN=C(N2N=C1NCC3=NN=C(C(C)C)N3C)C(F)(F)F,Z1652274196
CC=1C=C(C=CC1NC(=O)C2CCCN2C(=O)C(C)C)C3=NC(=NO3)C4CC4,Z1653830104
CCN1N=C(C(=O)N2CCC3=C(C2)N=CN3C)C(=O)C=4C=CC=CC41,Z1227893240
CN(C)C(=O)C1=CN=C(NCCOC2CCCCCC2)C(Cl)=C1,Z1228442944
COC(=O)C(O)CNC(=O)C(C=1C=CC=CC1)N2CCC(O)CC2,Z1656718598
CN(C)C(=O)C=1C=C(C=CN1)NC(=O)N[C@H]2C=3C=CC=CC3C[C@H]2O,Z1230584338
COC=1C=CC=C(C1)C2CC(C)CN2C(=O)NCCNC(=O)C3=CC=CN=C3,Z1657642993
CC1=NN=C2C(=NC=CN12)N3CCN(CC(=O)NC=4C=CC(F)=CC4)CC3,Z1230722474
O=C(C1=CNC=C1C=2C=CC=CC2)N3CCC(CN4CCCCC4=O)CC3,Z1232031077
COC=1C=C(ON1)C(=O)NC=2C=CC(=CC2)CC=3C=CN=CC3,Z1662892437
COC=1C=CC(F)=CC1C(=O)NC=2C=CC(=CC2)C=3N=CN(C)N3,Z1663086918
CCCC(=O)NC1=NC=2C=CC(=CC2S1)NC(=O)C3=CC=NC=C3N4CCCC4,Z1663070140
CC1(NC(=O)NC1=O)C=2C=CC=C(C2)C3=NOC(=N3)C=4N=NNC4C=5C=CC=CC5,Z2157917872
COC1CN(CCO1)C(=O)C2=CSC(CC=3C=CC(F)=CC3)=N2,Z2233036830
COCCN1C=C(C=N1)NC(=O)N2CC(CC2C)C=3C=CC(F)=CC3,Z1234140208
COCC(C)C1=NC(=NO1)C2(CCOCC2)C=3C=CC(C)=CC3,Z2160677732
CC=1C=CC2=NC=C(C3=NOC(=N3)C=4C=CC=C(C4)NC(=O)C5CCCO5)N2C1,Z2160721187
CC1CC(C=2C=CC=NC2)N(C1)C=3N=C(N=C4C=CC=CC34)C=5C=CN=CC5,Z1665964751
CN1C=C(C=N1)C2CCCN2C=3C=CC(=NN3)C(=O)NC=4C=CC=CC4,Z1238974611
CC(=O)N1CCC2=CC(=CC=C21)C(=O)NC3(CO)CCOC3,Z1667355427
COC=1C=CC=CC1N2CCC(CC2)NC(=O)C=3C=CC=4N=CNC4N3,Z1668637090
CCC1=NN(C)C(CC)=C1CN2CCCC2C=3C=CC=NC3,Z2164528926
NC(=O)C1CCCC(C1)NC(=O)CC2=CC=C3CCCCC3=C2,Z1240737258
CN1N=NC=2C=CC(=CC21)C(=O)NC3=CC(CC4CCCCC4)=NN3,Z1671913368
COC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,Z1245858064
O=C(NCC=1C=CC(=NC1)N2CCCC2)N3CCOCC3CCO,Z1673103693
CCC1=CC(=NO1)NC(=O)C2CCCN(C2)C(=O)C=3C=CC=CC3,Z1247138137
CN(CC1=NN=CN1)C(=O)C=2NC=3C=CC(Br)=CC3C2Cl,Z1250723417
C=1C=C2OCOC2=CC1C3=NOC(CC=4C=NC=NC4)=N3,Z2171937705
CC1(CO)CCCN1C(=O)C=2C=CC=C(C2)COC3=CC=CC(F)=C3,Z1678192714
CC=1C=CSC1CNC(=O)N2CCC(CC2)N(C)CCCO,Z1254587155
CNC(=O)C=1C=CC(=CC1)NC(=O)NCC(O)C=2C=CC=CC2Cl,Z1254246961
CC(C)CNC(=O)N1CCCC(C1)C2=NC(=NO2)C3=CC=CS3,Z1258513542
CCC(C)NC(=O)CN1CCN(CC1)C(=O)C=2C=CN=CC2F,Z1256108479
CC(C)CNC(=O)N1CCCC(C1)C(=O)N(C)CC=2C=CNN2,Z1255885026
CC1(C)COC=2C=CC(=CC21)C(=O)N3CCCC(C)(O)C3,Z2174924012
CC=1C=NN(C1)C2CCN(C2)C(=O)C3=CC=C4OC(=O)NC4=C3,Z2175454988
CC1=NNC(C)=C1CNC(=O)C=2C=CC(=NC2)OC=3C=CC(=CC3)C(C)C,Z1257049482
C#CCNS(=O)(=O)C=1C=CC=C(C1)C2=NC(=NO2)C=3C=CC=4NC=CC4C3,Z1683367872
CC(OC=1C=CC=CC1)C2=NC(=NO2)C=3C=CC=CC3OC(F)(F)F,Z1683395553
COC=1C=CC(=CC1)C2=NC(CNC(=O)N3CCCC3C=4C=CN=CC4)=NN2,Z1258117416
CC=1C=CC=2OC(=CC2N1)C(=O)N(C)C3CCCCC3S(C)(=O)=O,Z1260111799
FC=1C=C(C=CC1CN2C=NC=N2)C3=NOC(=N3)C=4C=CC=C5NN=CC45,Z1684535919
CN1C=NC(=N1)C=2C=CC(=CC2)C(=O)N3CCCC(C3)C4CC4,Z2177489306
CN1N=NC=2CCC(CC21)C(=O)NCC3CCCCC3NS(C)(=O)=O,Z2177415891
CN1C=NC=2C=C(C=CC21)C(=O)N3CC=4C=CC=CC4OC(C)(C)C3,Z2177744193
C1=NC=2C=C(C=CC2N1)C3=NOC(CN4N=NC(=N4)C=5C=CC=CC5)=N3,Z1685091412
CC=1C=NC=C(C1)C2=NC(CCC=3C=CC(=CC3)OC(F)F)=NO2,Z1685127120
CC(C)N(C)CC1=NC(=NO1)C=2C=CC=3CCCCC3N2,Z1685429412
CCS(=O)(=O)C=1C=CC=C(C1)C2=NC(=NO2)C3CCCO3,Z1685525132
NC(=O)C=1C=CC(=CC1Cl)NCC2=NC=NN2C=3C=CC=CC3,Z2179108510
CCN1CCN(CC1=O)C=2C=C(COC)N=C3C=CC(F)=CC23,Z2179665556
O=C(NC1=CC(=CNC1=O)C(F)(F)F)C2CCN(CC2)C(=O)C=3C=CC=CC3,Z1264301142
CN(C)C1=NOC(CNC(=O)N2CCC(CC2)NC(=O)C=3C=CC=CC3)=N1,Z2183808685
OCC12CC(CNC3CCCC=4N=C(SC43)C=5C=CC=CC5F)(C1)OC2,Z2995426005
"O=S(=O)(N[C@@]12CCC[C@H]2CNC1)C=3ON=C(C3Cl)C4CC4 |&1:4,8,r|",Z2996115467
"COCC=1C=C(Cl)C=C(C1)S(=O)(=O)N[C@@]23CCC[C@H]3CNC2 |&1:14,18,r|",Z2996116253
"CC=1C=C(NC(=O)[C@@H]2CCO[C@H]2C3CC3)N(N1)C4=CC=C(C)N=N4 |&1:7,11,r|",Z2996455179
O=C(O)C1C=2C=CC=CC2OCCN1CCC3CCOCC3,Z2996682714
CC(C)(C)CC1=NC=C(S1)C2=NC(=NO2)C=3C=CC=C(C3)C(N)=O,Z2996856177
C1=CC=2C=CC(=NC2N1)C3=NOC(=N3)C45CCCN(CCC4)C5,Z2997117447
"CNS(=O)(=O)CC1=NOC(=N1)[C@@H]2C[C@H]2C=3C=CC(F)=CC3F |&1:11,13,r|",Z2997234026
CC(=O)N1CCCC1C2=NOC(CN3N=CC4=CC(C)=CN=C43)=N2,Z2997349879
CP(C)(=O)C=1C=CC(=CC1)C2=NC(=NO2)C3CCOC4(CCC4)C3,Z2997393717
"CCOC=1C=NC(=CN1)C2=NOC(=N2)[C@@]34CNC[C@H]4CCOC3 |&1:14,18,r|",Z2997994233
O=C1NC=2C=C(C=CC2C31CC3)C=4C=CC(=NC4)C(F)F,Z2998217185
CC(O)(CNC1CCN(CC1)C(=O)C2=CC(Cl)=CN2)C(F)F,Z2998726115
COC=1C=C(C=CC1S(=O)(=O)N2CCN3C=CC=C3C2)C(=O)O,Z3008837564
C[C@@H]1CN(C[C@H](C)O1)C(=O)NCC=2C=CC3=C(C2)CC(=O)N3C,Z3009939166
CCC=1C=CN=C(C1)C(=O)N2CCCCC2C3=CC(C)=NN3,Z3016311759
CC1=NN(C)C=2N=CC(=CC12)NC(=O)N3CCSC4CCC43,Z3016333494
CC=1C=CC(=CC1NC(=O)N(C)C2(CC2)C(F)(F)F)C(=O)N(C)C,Z3016335017
CC(C)(C)OC(=O)N1C[C@@H]2CCCN(C(=O)NC=3C=CN=CC3)[C@@H]2C1,Z3016335128
CCCCN(C)C=1C=CC(=CC1)NC(=O)N2CCN(CC2)C(N)=O,Z3016335743
O=C(O)C=1C=C(O)C=C(C1)NS(=O)(=O)C2=CC=NN2C3CCC3,Z3016338237
CC=1C=CC(=CC1)C2=NN=C(O2)SCCN3CCC(F)(F)CC3,Z3016339723
O=C(C=1C=CC(F)=C(O)C1)N2CCN(CC2)C3CCCC3O,Z3026725929
O=S(=O)(C=1C=CC(=CC1)C2(N=N2)C(F)(F)F)N3CCOCC3,Z3027211248
CON(C)C1CCN(CC1)C2CCN(C2=O)C=3C(C)=CC(C)=CC3C,Z3027267556
COCC12CCCN2C(=O)N(C1=O)C3CCN(C3=O)C(C)C,Z3027326698
CN1C(=O)C=2C=3CCCC3SC2N=C1SCCC4=NN=NN4,Z3027329800
"CN1C(=O)COC21CCN(CC2)C(=O)[C@@H]3C[C@H]3C4=CC=CC(Br)=C4 |&1:14,16,r|",Z3041602673
"O=C(NCCOC=1C=CC=2NC(=O)CCC2C1)[C@H]3C[C@H]4OCC[C@H]4N3 |&1:17,19,23,r|",Z3042258968
"O=C(NC1CC(=O)N(C1)C=2C=CC=CC2)N[C@H]3CNC[C@H]3F |&1:16,20,r|",Z3044525433
"CCC1(C)CN(C1)C(=O)NC[C@@]23C[C@]3(CNC2)C(F)(F)F |&1:11,13,r|",Z3047222123
O=C(N1CCC=2N=CNC(=O)C2C1)C3(CC=4C=CC=CC4)CCC=5C=CC=CC53,Z3049835284
CN1C=NC(=C1)CCNC(=O)C=2C=CC3=C(C2)N=C(CO)N3C,Z3052538761
CN1C=C(Cl)C(=N1)C(=O)N2CCC=3N=CNC3C2C=4C=NC=CC4,Z3052904732
O=C(NCC1=NNC(=O)N1C2CC2)C=3C=CC(F)=C4C=CC=NC34,Z3053098730
CN1C=CC(=N1)C2=CC(=NO2)C(=O)NC=3C=NC=C4CCCCC34,Z3053196034
CC1=CNN=C1C(=O)N2CCC(CC2)C=3C=CC=4NC=CC4C3,Z3054894016
COC=1C=CC(C(=O)N2C[C@@H](CNC(C)=O)[C@@H](C2)C3=CN=CN3C)=C(Cl)C1,Z3062852254
CCCC1=CC(=NO1)C(=O)NC=2C=CC(=CC2)C(=O)N=S(C)(C)=O,Z3063544937
CC=1C=C2C(=NC=CN2N1)N3CC(C3)NS(=O)(=O)N4CCC4,Z3063546894
C=CCN1N=CC=2C(=O)NC(=NC21)NCCC=3N=CC=NC3C,Z3063561963
C1=NC(=CN1)CC2CCN(CC3=NC=4C=CC=CC4S3)CC2,Z3063574898
"COC(=O)[C@H]1CC[C@H](C1)C(=O)NCCN2C=C(N=N2)C=3C=CC=CC3 |&1:4,7,r|",Z3068691813
O=C1NCC(CC=2C=CC=CC2)C(=O)N1CC=3C=CC=CC3,Z3070061786
"CCN1N=CC(C(=O)N[C@@H]2CC(=O)N(C)[C@H]2C3=CC=CN=C3)=C1C |&1:9,15,r|",Z3071537261
CCCC(NCC1=CN(CCOC)C(=O)NC1=O)C2CCC2,Z3071573306
CC=1C=NC(=NC1)N2CCCC3C=4N=CN(C)C4CCC32,Z3071580788
COC(=O)C=1C=CN=C(N1)N2CCCCC2CC3CCC3,Z3077614365
"O[C@H]1CCN(C=2N=CC=3COCC3N2)[C@H]1C=4C=CC(Br)=CC4 |&1:1,14,r|",Z3077693379
CCOC=1C=CC=NC1N2CCN(CC2)C=3N=C(C)C=C(C)N3,Z3077896214
CN(C)C=1C=CC2=NN=C(CNC=3N=CC=C(N3)C(F)(F)F)N2N1,Z3077964822
O=C(NC=1C=CC(=CC1)C=2C=NC=NC2)[C@H]3C[C@H]4[C@@H](C3)C4(F)F,Z3081222584
O=C(NC(C=1C=CC=CN1)C2CCC2)C=3N=NNC3C=4C=CC=CC4,Z3086383709
CN(C(=O)C1CCCCO1)C2=NC(=NS2)C=3C=CC=CC3,Z3091862390
O=C(C=1N=NC=2C=CC=CC2N1)N3CCOC(CC3)C=4C=CC=CC4,Z3092527167
CS(=O)(=O)NC=1C=CC=C(C1)CNC(=O)N2CCC[C@H]2C(F)F,Z3099371868
CC1=NC=CN1C=2C=CC(=CN2)NC(=O)C3=CN=C(O3)C4CCNCC4,Z3102746441
"CC=1C=C(CNC(=O)NC[C@@H]2C[C@H]2C3CCCCC3)N(C)N1 |&1:10,12,r|",Z3104057378
CN(CCC=1C=CN=CC1)C(=O)C2NCCOC=3C=CC=CC32,Z3104092617
CC=1C=CC=NC1CCNC(=O)N2CCC(CC2)C3=CN=CN3C,Z3104798979
CN(CC(F)(F)F)C1CCN(CC1)C(=O)C2(F)CCCNC2,Z3131812066
COCCN1C(=NN=C1N2CCC=3C=CSC3C2)C4=CC=NN4C,Z3139613877
"CC1=CC(=NC=N1)N2C[C@@H]3CN(C[C@]3(C)C2)C(=O)C4=CN=C(C)C=N4 |&1:9,13,r|",Z3177922398
C[C@H](O)C=1C=CC=C(C1)C=2C=C(F)C=C(C2)CN3C=CN=C3,Z3182043698
C1=CC(=CC(=C1)C2CCOC2)C3=NN=C(O3)C4=CC=CC(=C4)C5CCOC5,Z3210330665
COC=1C=C(C=CC1Cl)S(=O)(=O)N2CCN(CC2)C=3C=CC(C)=CC3,Z3243746237
CC=1N=CC=C(N1)NC(=O)N2CCCC(CC3=NN=NN3)C2,Z3215926840
"CCOC(=O)[C@H]1CCC[C@H]1NC(=O)C2=NNC=3N=CNC(=O)C23 |&1:5,9,r|",Z3216005299
COC=1N=CC=CC1NC(=O)C2=COC=3CCCC(O)C23,Z3216005315
"C[C@H]1C=2C=CC=CC2C[C@H]1NC(=O)N3CCC4(C3)NC(=O)NC4=O |&1:1,9,r|",Z3216017533
"COC=1C=CC(=CC1O)CN[C@H]2CN(C[C@H]2O)C(=O)OC(C)(C)C |&1:11,15,r|",Z3216018714
CN1C=NC=C1C2=CN(CC(O)CC=3C=CC=C(F)C3)N=N2,Z3254711994
CC[C@H](C=1C=CC(F)=CC1)N2C=C(N=N2)C3CC4(C3)OCCO4,Z3254796104
CC(C)(C1=NC(=NO1)C=2C=NC=CN2)C=3C=C(C=CN3)C(F)(F)F,Z3268495277
CN(CC1=NN=C2C=CC=CN12)S(=O)(=O)C3CC43CCC4,Z3268502601
CCC1CCC(CNC(=O)C2(CC3=CN=NN3)CCOCC2)CC1,Z3268542704
CCN1C=C(NC(=O)NCCNC=2C=CC=CC2)C(=N1)C(N)=O,Z3268551692
NC(=O)C1CN(C1)C(=O)NCC=2C=CC=CC2CN3C=CC=N3,Z3268555673
O=C(NC=1C=CC=C(C1)C2CCC(=O)N2)C=3C=C(C=CN3)C=4C=CC=CC4,Z3289059272
CC=1C=CC=CC1NC(=O)NC(C)C2(O)CN(C2)C(=O)OC(C)(C)C,Z3290576703
CN(CCN(C)C(=O)C1=CC=2CCCCC2S1)C(=O)CCCCNC(N)=O,Z3299507769
CCC=1N=NC(=NC1CC)N2CCC(CC2)C3(CC3)NC(=O)CNC(=O)OC,Z3299536474
"CCC=1N=COC1C(=O)N2C[C@H](NC(=O)CCC(C)(C)C)[C@H](C2)C(F)(F)F |&1:11,21,r|",Z3299546809
CC(NC(=O)C=1N=CN=C2NC=CC12)C=3C=CC=C(C3)SC(F)(F)F,Z3303387673
CCOCCC1=NN=C(N1)C=2C=C(C)N=C3C=CC=CC23,Z3307785276
CC1CN(CC2=NN=C3CCCCN23)CCN1C=4C=NC=CN4,Z3317065211
O=C(C=1C=CC(=CN1)CC=2C=CC=CC2)N3CCCC4(CCOCC4)C3,Z3324607184
CC=1C=NC2=C(C=NN2C1)C(=O)NC3CCC4=NC(=CN4C3)C5=CC=C(F)C=C5F,Z3325175700
CCOC=1C=CC(OCC)=C(C1)S(=O)(=O)NC=2C=C(Cl)C=CC2OC,Z3389120560
O=C1NC(=O)C2=C(C=CC=C12)C3=CC=CC=4C(=O)NC(=O)C34,Z3333985525
C[C@@H](C=1C=CC=C(F)C1)N2C=C(CC3(C#N)CCCCC3)N=N2,Z3337928404
COC=1C=C(C=CC1OC(F)F)NCC2(CC2)C3CCCCO3,Z3340908901
O=C1NCCC1CCN2C=C(N=N2)C=3C=CC=4C=NC=CC4C3,Z3342960202
CN1CCCC(C1=O)N2C=C(N=N2)C3CCN3C(=O)OC(C)(C)C,Z3343510745
O=C1C2CCCCN2S(=O)(=O)N1CCC3CCC4=CC=CC=C43,Z3343618957
"O[C@H]1C=2C=CC=CC2CC1N3C=C(CCN4CCC(O)CC4)N=N3 |&1:1,r|",Z3343810221
CCN1N=CC=C1C2=CN(CC=3C=CC=CC3S(C)(=O)=O)N=N2,Z3344087918
CC1=CN2CCN(CC2=N1)C(=O)NC=3C=CC(=CC3)N4CCNCC4,Z3347428762
CCC(C)N1N=CC(NC(=O)C=2C(N)=NN3C=CC=CC23)=C1C,Z3353319675
C[C@@H](NC(=O)C1CCCC2=CC=NN21)C=3C=CC(Cl)=CC3,Z3356619893
CC(NC=1C=NN(C1)CC2=CN3C=CC=CC3=N2)C4=NC=NN4C,Z3359735500
O=C(NC1CC(=O)N(CC2CC2)C1)C=3C=CC(Cl)=C(O)C3,Z3365241441
"CC1=CC2=C(C=C(C(=O)N[C@H]3COC[C@H]3N4C=CC=N4)N2CC(F)(F)F)S1 |&1:10,14,r|",Z3370550967
CC(C(=O)N1CCCCC1CC=2N=NNN2)C3CCOCC3,Z3370715234
CN1CCC(CC2=NC(=NO2)C=3C=CC(=CC3)OC4=NC=C(C=C4Cl)C(F)(F)F)C1,Z3377781785
O=C(CC1CCCNC1)NC=2C=CC(=CC2)C3=NNC=4CCOCC34,Z3385852749
O=C(COC1CCNCC1)NC=2C=CC(=CC2)C=3C=NNC3,Z3386022383
CC(C)[C@@H](CCNC(=O)[C@H]1C[C@@H]1C(F)F)NC(=O)C=2C=CC=3NC(=O)OC3C2,Z3388126957
CC=1N=C(NC(CO)C=2C=CC=C(C2)C(F)(F)F)C=3C=NNC3N1,Z3393210777
CC1CCN(C=2C=C(N=CN2)C3=CC=CS3)C(C1)C(N)=O,Z3393951732
CC(C=1C=CC=CN1)N(C)CCNC=2C(C#N)=NN=C3C=CC=CC23,Z3395779868
CC1(C)CN(C1C=2C=CC=CC2)S(=O)(=O)CCN3C=NN=N3,Z3404271709
CCC1=NN=C(N1)C2CN(CC3=CNN=C32)C(=O)C4=CC(=NN4CC)C5CC5,Z3414193048
CC(NC(=O)C=1C=CC=CC1)C(=O)N2CCOC3(CCS(=N)(=O)CC3)C2,Z3416608837
CC1=NOC(C)=C1C2=NC(C)=C(S2)C(=O)NC=3C=CC=C(C3)C=4C=NNC4,Z3464156135
CC1=CN(C)N=C1C(=O)NC=2C=CC(=CC2)C3=CSC(=N3)C(F)(F)F,Z3465306269
O=C(C=1C=CN(N1)C=2C=C(F)C=C(F)C2)N3CCCC=4C=CC=CC43,Z3476327833
CN(C(=O)CCC1=NC=C(O1)C2=CC=CC=C2F)C=3C=CC(F)=CN3,Z3476327910
CCN1C(=O)N(CC)C=2N=C(C=CC21)NC(=O)CCC(=O)NC3=CC=CC(=C3)C4=NNC(C)=N4,Z3477891228
CC=1C=C(OC1C(=O)NC(C)C=2C=C(Cl)C=C3CCOC23)S(N)(=O)=O,Z3486644447
CC(C)(C)OC(=O)N1CCN(CC1)C=2C=NC(=CN2)C(=O)N[C@H]3CCC=4C(F)=CC=CC43,Z3491766259
CC(F)(F)CN1C=C2C(=NC=NC2=N1)NCCC(C)(C)S(C)(=O)=O,Z3493113693
CN1CCN(CC2=CN(CC3=CC(=NN3)C=4C=CC=CC4)N=N2)CC1,Z3493586684
FC1=CC=C(C2=NOC(=N2)C3=CN(C[C@@H]4CCCN4)N=N3)C(Cl)=C1,Z3495814625
O=S1(=O)CCC(CNC2=CC=CC=C2OCC3CCCCC3)C1,Z3495969567
O=C1OCCC1CCN2C=C(N=N2)C=3C=NC=4NC=CC4C3,Z3497430932
CC(C)(C)OC(=O)C1=CC=C(S1)C2=CN(CC3(O)CCC3)N=N2,Z3497475027
CC1CCCCC1NC(=O)CN2C=CN3N=C(C=C3C2=O)C(C)(C)C,Z3500202722
CC(C)(C)C1(CNC(=O)C=2C=CC=C(Br)C2Cl)CCNC1,Z3506720613
CC1=C(C=NN1C=2C=CC(F)=CC2F)NC(=O)C3=CN(C[C@@H]4CCCN4)N=N3,Z3517171343
O=C(CC1CC(=O)NC(=O)C1)NC(CCC=2C=CC=CC2)CCC=3C=CC=CC3,Z3540221126
O=C1CCN(CC2=CN=CS2)C(=O)N1CC3CCCC43CCOCC4,Z3540550360
CN1C(=CC=2C(=O)N(C)C(=O)N(C)C21)C(=O)NC3=NNC4=CC(O)=CC=C34,Z3548928130
"COC(=O)C1N(CC21CCOCC2)C(=O)[C@@H]3C[C@H]3C4=CC=NC5=CC=CC=C45 |&1:15,17,r|",Z3574963684
CCOCC1CN(CCO1)C(=O)C2=CC=CN3C=NN=C23,Z3576053312
C[C@@H](NC(=O)C=1C=C(ON1)C2=CN(C)N=N2)C=3C=CC(=NC3)C(F)(F)F,Z3578628559
COC=1C=CC(OC(F)(F)F)=C(C1)C(=O)NC=2C=C3OCOC3=CC2C,Z3590543332
O=C(NC=1NN=NC1C(=O)N2CCCC2)N3CC4(C3)CC=CC4,Z3595849030
COC(=O)CC1CC(NC(=O)C2=CC=CN3N=CC=C23)C1(C)C,Z3608922803
CCOC(=O)C=1C=C2CN(C(=O)C3CCN(C3=O)C=4C=C(C)C=C(C)C4)C(C)CN2N1,Z3614384653
O=C(NC1CCC21CCC2)C=3C=C(C=CN3)C=4C=NC=5NC=CC5C4,Z3627210199
COC=1C=CC=CC1C2CN(CCN2)C(=O)C=3C=CC(=CC3)CCF,Z3669606449
CC1=CN2C=C(C=CC2=N1)C(=O)N(C)C3CCC(F)(F)CC3,Z3669981797
CNC=1C(F)=CC=CC1C(=O)N2CCOC3(CCS(=O)(CC3)=NC(C)=O)C2,Z3672315920
O=C(NCC(O)COC1=CC=CC=C1Br)C=2C=C3C(O)CCCN3N2,Z3675437767
CCN1N=C(C)C(=N1)C(C)NC[C@H]2C[C@@H](O)CN2C=3C=C(N=CN3)N(C)C,Z3686106056
C[C@@H]1COC[C@@](CO)(CNS(=O)(=O)C=2C=NN3CCCCC23)N1C,Z3686252831
C[C@@H]1COC[C@@](CO)(CNC=2N=CN=C3C=NN(C)C23)N1C,Z3686367741
CN(C)C[C@H]1C[C@@H](O)CN1C2=CC(=NC=N2)N3CC(CC=4C=COC4)C3,Z3686690226
"CCC1=NC(=NN1)[C@H]2COC[C@H]2NC(=O)CC=3C=NC=CC3C(F)(F)F |&1:7,11,r|",Z4122610401
"O=C(N[C@@H]1CC(CN2C=CC=N2)C[C@H]1O)C=3C=NC(=NC3)C4CC4 |&1:3,13,r|",Z3687017666
"CN1CC=2C=C(C=CC2NC1=O)C(=O)N[C@@H]3CC(CN4C=CN=C4)C[C@H]3O |&1:15,25,r|",Z3687066804
"CC1=CNC=2N=CC(=CC12)C(=O)N[C@@H]3CC(CN4C=CN=C4)C[C@H]3O |&1:13,23,r|",Z3687067833
"CCC1=NNC(CC)=C1CC(=O)N[C@@H]2CC(CN3C=CN=C3)C[C@H]2O |&1:13,23,r|",Z3687068038
"CNC(=O)C[C@@H]1CN(C[C@H]1O)C(=O)NCC2=CC=NN2CC(C)C |&1:5,9,r|",Z3687085500
C[C@@H]1COC[C@@](CO)(CNC(=O)C=2C=NC=C3CCCCC23)N1C,Z3687119160
"CNC(=O)C[C@@H]1CN(C[C@H]1O)C(=O)C=2C=CN=C(C2)OC=3C=CC(=CC3)C(C)C |&1:5,9,r|",Z3687141115
"CNC(=O)C[C@@H]1CN(C[C@H]1O)C(=O)CCC2=CC=C(C#N)C=C2Br |&1:5,9,r|",Z3687143668
O=C(NC=1C=NC=2C(F)=CC=CC2C1)C=3C=CC(=CC3)N4C=NN=C4,Z3689333060
CC(C)CC1=CNC(=C1)C(=O)N2CC(C2)N(C)C(=O)C3(CC3)NC(N)=O,Z3694519712
CNC(=O)NC=1C=CC=C(C1)C(=O)NC=2C=CC=3NC(=NC3C2)C=4C=CN=CC4,Z3709602992
Cl.O=C1C=2C=CC=C(C2C(=O)N1C3CCC(=O)NC3=O)N4CCNCC4,Z4985952072
CCN(CC)C(=O)C=1C=CC=CC1CN2C=C(N=N2)C=3C=NC(F)=CC3C,Z3741084332
CC(C)(NC(=O)C=1C=CN=C2NC=CC12)C=3C=CC(=CC3)C(F)(F)F,Z3765590877
CC(C)C(=O)N1CC(F)(CNC(C)C=2C=C3CCCCN3N2)C1,Z3781219137
CC(=O)NC=1C=CC(=CC1)C=2C=CC(=CC2)S(=O)(=O)NCC=3C=C4OCCCN4N3,Z3782166575
CC(CCC1CCCO1)NC(=O)C=2C=C3CNCCC3=CC2F,Z3790765813
CC(C)C=1C=CC=C(C1)NC2=NC(=CS2)C3COCCO3,Z3795624017
"COCC1=NN=C(O1)[C@]23CC[C@H]2CCN3C(=O)C=4C=C(O)C=5C=CSC5C4 |&1:8,11,r|",Z3799772277
C[C@@H](NC(=O)C1CCN(C1)C(=O)OCC=2C=CC=CC2)C=3C=CC(F)=CC3,Z3825287270
O=C(NC[C@H]1CCCCN1)C=2SC=CC2S(=O)(=O)N3CCC4=CC=CC=C43,Z3827524855
O=C(NC=1C=NC=2NN=CC2C1)C3CCN(CC3)C=4C=CC5=NN=CN5N4,Z4002438000
CC1=NN2C=C(C=C(C)C2=N1)C(=O)NC=3C=CC(=CC3)OC4CCNCC4,Z4004975515
CCN1C=CC(CN(C)C(=O)C(=O)N[C@@H](C)C=2C=CC(=NC2)C(F)(F)F)=N1,Z4015828039
NC=1N=CN=C2CCN(CC12)C(=O)C3CC(C3)C4=CC=CC(F)=C4,Z4026076017
CCN1C(=O)C=2C=CC(=CC2S1(=O)=O)C(=O)N3CC(CC4=CC(=CC=C43)OC)C(C)C,Z4034625960
COC=1C=CC2=C(C1)CCN(C3=NN=C(O3)C(C)(F)F)C2C,Z4074569017
NC(=O)C=1C=CC(=CC1)CN2C=NC=3C(=CC=CC3C2=O)C(F)(F)F,Z4081386003
CCNC(=O)NC=1C(C)=CC=CC1NC(=O)C2=CC(=NC3=CC=CC=C23)OC,Z4085118337
[K+].[O-]C(=O)C1CC(O)CN1C(=O)CCC2=C(NC=3C=CC=CC23)C=4C=CC=CC4,Z4689392022
CC(=O)N1CCCC=2C=CC(=CC21)NC(=O)C(NC(=O)CC(C)C)C(C)C,Z4087097187
CON1CCC(CC1)C(=O)NS(=O)(=O)C(C)C=2C=CC=CC2,Z4097985174
O=C(CC[C@@H]1CCCO1)NC(C=2C=CC=CC2)C=3C=CN=CC3,Z4108129500
CC1=NC(=CS1)C2=CNC(=C2)C(=O)N3CCC=4NN=C(C)C4C3,Z4112124077
CNC=1N=CC=CC1C(=O)NCCC2=CNC3=C(F)C=C(Cl)C=C23,Z4119326791
CCC=1CC(CNC(=O)C=2NN=CC2C=3C=CN=CC3)ON1,Z4130101422
O=C(NCC1CCN1C2CCCC2)C3=CNN=C3OCC(F)(F)F,Z4165830706
"CCC1=NN=C(CN2C[C@H](C)CC[C@H]2C=3C=CC=C(C)C3)O1 |&1:9,13,r|",Z4171263737
CC(C)=CCCC(C)CC(=O)NC=1C=CC=CC1C2CNC(=O)C2,Z4179089797
