Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Target ChEMBL ID,Target Name,Target Organism,Target Type
CHEMBL293892,,,C[C@@H]1CCCC[C@@H]1Oc1cccc(-c2nc3cc(C(=N)N)c(F)cc3[nH]2)c1O,Ki,'=',65000.0,nM,4.19,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL100059,,,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)NNc2ccccc2)c1,IC50,'=',750.0,nM,6.12,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL319950,,,Cc1cccc2c1cc(C(=O)OCc1cccc(C(=N)N)c1)n2Cc1cccc(C(=N)N)c1,Ki,'=',44.0,nM,7.36,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL96428,,,Cn1c(-c2cccc(-c3ccccc3)c2O)nc2ccc(C(=N)N)cc21,Ki,'=',30000.0,nM,4.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL112727,,,N=C(N)N1CCC[C@H](NC(=O)C2CS[C@H]3CC[C@H](NS(=O)(=O)Cc4ccccc4)C(=O)N23)C1O,IC50,'>',2500.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL48604,,,N=C(N)c1cccc(Oc2cc(C(=O)O)cc(Oc3cccc(C(=N)N)c3)n2)c1,Ki,'=',59.0,nM,7.23,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL332587,,,NC(N)=NCCCNC(=O)[C@@H]1CS[C@H]2CC[C@@H](N)C(=O)N21.O=C(O)C(F)(F)F,Ki,,,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL97583,,,N#Cc1ccc(C(=O)NCC2CCN(c3ccncc3)CC2)cc1OCCc1ccc(Cl)cc1Cl,Ki,'=',44.0,nM,7.36,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL429068,,,CCCCOC(=O)[C@@H]1CN(Cc2ccc(-c3ccccc3S(N)(=O)=O)cc2)C[C@H]1c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',12.0,nM,7.92,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL74955,,,CN(CC(=O)N[C@@H](CC1CCCCC1)C(=O)C(=O)NCCc1ccccc1)C(=O)[C@@H](CCCN=C(N)N)NS(=O)(=O)Cc1ccccc1,IC50,,,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL279628,,,COC(=O)CC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,Ki,'=',6.3,nM,8.2,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL311152,,,CCOC(=O)CNC(=O)C(=O)[C@H](Cc1ccc(OC(C)(C)C)cc1)NC(=O)CN(C)C(=O)[C@@H](CCCN=C(N)N)NS(=O)(=O)Cc1ccccc1.O=C(O)C(F)(F)F,IC50,'=',246.0,nM,6.61,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL151562,,,C/N=C(\N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,Ki,'=',12.0,nM,7.92,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL152281,,,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2F)c1,Ki,'<',0.005,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL140349,,,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3nc(N)nc(N)c3c2)n1,Ki,'=',16.0,nM,7.8,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL139121,,,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccccc2)n1,Ki,'=',198.0,nM,6.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL96433,,,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1,Ki,'=',78.0,nM,7.11,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2314388,sulfated pentagalloylglucoside,,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(OS(=O)(=O)[O-])c(O)c(OS(=O)(=O)[O-])c2)[C@H](OC(=O)c2cc(OS(=O)(=O)[O-])c(O)c(OS(=O)(=O)[O-])c2)[C@@H](OC(=O)c2cc(OS(=O)(=O)[O-])c(O)c(OS(=O)(=O)[O-])c2)[C@@H]1OC(=O)c1cc(OS(=O)(=O)[O-])c(O)c(OS(=O)(=O)[O-])c1)c1cc(OS(=O)(=O)[O-])c(O)c(OS(=O)(=O)[O-])c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Efficacy,'=',101.9,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL152274,,,N=C(N)c1cccc(-n2cccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,Ki,'=',0.8,nM,9.1,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL136986,,,N=C(N)c1ccc2[nH]cc(CC(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3Cl)c2c1,Ki,'=',0.7,nM,9.15,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL282260,,,CCc1nc2ccc(OC3CCN(C(C)=N)CC3)cc2n1Cc1cccc(-c2cccc(C(=N)N)c2)c1,Ki,'=',34.0,nM,7.47,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL336661,,,N=C(N)c1ccc2[nH]cc(CC(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3Br)c2c1,Ki,'=',0.32,nM,9.49,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL78057,,,Cc1cccc(C[C@H](NC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c2nccs2)c1,IC50,'=',160.0,nM,6.8,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL287973,,,COc1ccc(C(=N)N)cc1/C=C\C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1,IC50,'=',215.0,nM,6.67,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL290361,,,CS(=O)(=O)C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1,IC50,'=',10.0,nM,8.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL330102,,,COC(=O)c1cc2cc(F)ccc2n1Cc1cccc(C(=N)N)c1,Ki,'=',13000.0,nM,4.89,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL347846,,,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,Ki,'=',0.015,nM,10.82,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL66535,,,CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,IC50,'=',31.0,nM,7.51,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4076148,,,COC(=O)c1ccccc1CNC(=O)N1CCC[C@H]1C(=O)Nc1cccc(OC(F)(F)F)c1,IC50,'>',30000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL400504,,,CN(c1ccncc1)c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1,Ki,'=',4.1,nM,8.39,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL403132,,,O=C(N[C@@H](C(=O)N1CCC(CN2CCCCC2)CC1)c1ccccc1)c1ccc2c(Cl)c[nH]c2c1,Kapp,'=',710.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL250010,,,O=C(N[C@@H](C(=O)N1CCC(CN2CCNCC2)CC1)c1ccccc1)c1ccc2cc[nH]c2c1,Kapp,'=',3.9,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL251939,,,CN(C)CCN(c1ccncc1)c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1,Ki,'=',4.9,nM,8.31,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL401151,,,CN(C)CCN(c1ccccc1)c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1,Ki,'=',690.0,nM,6.16,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4085202,,,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@H]3C(=O)N[C@H]4[C@H](O[C@@H]3[C@H](O)[C@H]2OS(=O)(=O)[O-])O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2O)[C@@H]4OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],INH,'=',83.5,IU/mg,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4072190,,,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NC=O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],IC50,'=',0.00188,ug.mL-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2312000,,,Cc1ccc(CN2C(=O)c3oc4ccccc4c(=O)c3C2c2cccc(OS(=O)(=O)O)c2)cc1,Inhibition,'>',20.0,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL261646,,,Cc1cc(N2CCC(N(C)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)ccn1,IC50,'=',61.0,nM,7.21,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL248661,,,O=C(C1CCN(c2ccncc2)CC1)N1CC[C@@H](CNS(=O)(=O)/C=C/c2ccc(Cl)s2)C1,IC50,'=',5.5,nM,8.26,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL330562,,,COc1cccc(CCOc2cc(C(=O)NCC3CCN(c4ccncc4)CC3)ccc2F)c1,Ki,'=',3162.28,nM,5.5,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1684189,,,O=C1[C@@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCN1c1ccc(C2CCCN2)cc1F,Ki,'=',2.0,nM,8.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1684188,,,O=C1[C@@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)CCN1c1ccc(C2CCCN2)cc1F,Ki,'=',5.0,nM,8.3,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2334316,,,Cc1ccc(CNc2nc(Cl)c3n(c2=O)[C@H](C(=O)NCc2ccc(C(=N)N)cc2)CC3(C)C)o1,Ki,,,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3415976,,,CCN(CC)Cc1cccn1-c1ccc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)cc1,IC50,'=',150.0,nM,6.82,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3415978,,,O=C(NC[C@H]1CN(c2ccc(-n3cccc3CN3CCCC3)cc2)C(=O)O1)c1ccc(Cl)s1,IC50,'=',1420.0,nM,5.85,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3415980,,,O=C(NC[C@H]1CN(c2ccc(-n3cccc3CN3CCOCC3)cc2)C(=O)O1)c1ccc(Cl)s1,IC50,'=',2930.0,nM,5.53,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3415984,,,CCN(CC)Cc1cccn1-c1ccc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)c(F)c1,IC50,'=',350.0,nM,6.46,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3415994,,,CN1CCN(Cc2cc3ccccc3n2-c2ccc(N3C[C@H](CNC(=O)c4ccc(Cl)s4)OC3=O)cc2)CC1,IC50,,,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3415997,,,CCNCc1csc(-c2ccc(N3C[C@H](CNC(=O)c4ccc(Cl)s4)OC3=O)cc2)n1,IC50,'=',790.0,nM,6.1,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3415999,,,O=C(NC[C@H]1CN(c2ccc(-c3nc(CN4CCCC4)cs3)cc2)C(=O)O1)c1ccc(Cl)s1,IC50,'=',2710.0,nM,5.57,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL94052,,,COCCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,Ki,'=',5.0,nM,8.3,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL328805,,,CCS(=O)(=O)CC1(C(=O)Nc2ncc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,Ki,'=',5.3,nM,8.28,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL171872,,,COc1ccc(/C=C/c2ccccc2NC(=O)c2ccc(OC)cc2)cc1,K ass,'=',30000.0,l M-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL20614,,,O=C(NCc1ccccc1)C(=O)[C@H](CC1CCNCC1)NC(=O)[C@H]1CCCN1C(=O)[C@@H]1NCC[C@H]2CCCC[C@H]21,IC50,'=',2900.0,nM,5.54,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL292203,,,Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(N2CCN(c3ccco3)CC2)c1F,Ki,'>',5000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL55575,,,Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(N2CCC[C@H]2CO)c1F,Ki,'>',5000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL236643,,,O=C(N[C@@H]1Cc2ccccc2[C@@H]1NC(=O)c1ccc(-n2ccccc2=O)cc1)c1ccc2c(Cl)c[nH]c2c1,Ki,'=',1.0,nM,9.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL398776,,,O=C(N[C@H]1Cc2ccccc2[C@H]1NC(=O)c1ccc2c(Cl)c[nH]c2c1)c1ccc(-n2ccccc2=O)cc1,Ki,'=',0.84,nM,9.08,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL235150,,,O=C(N[C@H]1CN(C(=O)c2ccccc2)C[C@H]1NC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,Ki,'=',2.2,nM,8.66,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL437555,,,CCOC(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,Ki,'=',0.5,nM,9.3,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL237922,,,O=C(N[C@H]1CNC[C@H]1NC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,Ki,'=',9.5,nM,8.02,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL409260,,,CCOc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4cccc(C(=N)N)c4)C3=O)cc2c1,Ki,'=',280.0,nM,6.55,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL333891,,,COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4ccc(C(=N)N)cc4)C3=O)cc2c1,Ki,'=',970.0,nM,6.01,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL391640,,,C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1,Ki,'=',2.0,nM,8.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL170826,,,COc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(OC)cc2)cc1,Kapp,'=',1.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL391611,,,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)c(OC2CCN(C(=O)Cn3cnnn3)CC2)c1,Kapp,'=',448.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL428904,,,CN1CCC(Oc2cc(C(C)(C)C)ccc2C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)CC1,Kapp,'=',1630.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL237273,,,CC(C)(C)OC(=O)N1CCCCC1COc1cc(C(C)(C)C)ccc1C(=O)Nc1ccccc1C(=O)Nc1ccc(Cl)cn1,Kapp,'=',3.1,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL235809,,,CC(C)(C)OC(=O)NCCCOc1cc(C(C)(C)C)ccc1C(=O)Nc1ccccc1C(=O)Nc1ccc(Cl)cn1,Kapp,'=',54.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL394131,,,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)c(O)c1,Kapp,'=',23.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL171668,,,COc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)C)cc2)cc1,Kapp,'=',7.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4435327,,,O=c1c(OS(=O)(=O)[O-])c(-c2ccc(OS(=O)(=O)[O-])c(OS(=O)(=O)[O-])c2)oc2cc(OS(=O)(=O)[O-])cc(OCc3cn(CCCCCCCCn4c(-c5ccc(OS(=O)(=O)[O-])cc5)nc5ccccc5c4=O)nn3)c12.[Na+].[Na+].[Na+].[Na+].[Na+],IC50,'>',250000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL348671,,,CCOC(=O)N1C/C(=C\c2ccc(C(=N)N)cc2)C(=O)/C(=C/c2ccc(C(=N)N)cc2)C1,Ki,'>',5000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL249629,,,O=C(C1CCN(c2ccncc2)CC1)N1CCC(CNS(=O)(=O)c2ccc3ccccc3c2)C1,IC50,'=',1100.0,nM,5.96,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL272961,,,COC(=O)C[C@H]1C(=O)N(CC(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nccs2)CCN1S(=O)(=O)Cc1ccccc1,IC50,'=',85.0,nM,7.07,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1761602,,,CN1CCc2nc(C(=O)NCCNC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,IC50,'=',221.0,nM,6.66,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1761605,,,CN1CCc2nc(C(=O)N(C)CCN(C)C(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,IC50,'=',3945.0,nM,5.4,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1761615,,,CN1CCc2nc(C(=O)Nc3ccccc3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,IC50,'=',7.4,nM,8.13,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1761617,,,COC(=O)COc1ccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)c(NC(=O)c2nc3c(s2)CN(C)CC3)c1,IC50,'=',5.6,nM,8.25,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1761618,,,COC(=O)COc1ccc(NC(=O)c2nc3c(s2)CN(C)CC3)c(NC(=O)c2cc3cc(Cl)ccc3[nH]2)c1,IC50,'=',110.0,nM,6.96,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1761625,,,CN1CCc2nc(C(=O)Nc3cc(OCC(=O)O)ccc3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,IC50,'=',2.5,nM,8.6,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5081508,,,CC(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](CC(C)C)NC1=O,IC50,'=',2048.0,nM,5.69,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5084226,,,CC(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](C(C)C)NC1=O,IC50,'=',1514.0,nM,5.82,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL377077,,,N=C(N)c1ccc2[nH]c(Cc3nc4cc(F)ccc4[nH]3)nc2c1,Ki,'=',1.0,nM,9.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL202559,,,N=C(N)c1ccc2[nH]c(Cc3nc4c(Cl)cc(Cl)cc4[nH]3)nc2c1,Ki,'=',3.0,nM,8.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL477279,,,Cn1ccnc1C1CCN(C(=O)CCS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,IC50,'=',56.0,nM,7.25,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL482889,,,Cc1nccn1C1CCN(C(=O)CCS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,IC50,'=',170.0,nM,6.77,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL482685,,,O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(n2ccnc2)CC1,IC50,'=',1400.0,nM,5.85,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL392508,,,CNC(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,Ki,'=',1.1,nM,8.96,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL235593,,,CS(=O)(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,Ki,'=',0.44,nM,9.36,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL237924,,,CC(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc3c(Cl)c[nH]c3c2)C1,Ki,'=',3.9,nM,8.41,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL392005,,,O=C(N[C@H]1CN(C(=O)OCC2c3ccccc3-c3ccccc32)C[C@H]1NC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,Ki,'=',4.5,nM,8.35,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL17793,,,Cc1nc(N)ccc1CNC(=O)[C@@H]1CC[C@H]2CN(S(=O)(=O)C(c3ccccc3)c3ccccc3)CC(=O)N21,Ki,'=',10.0,nM,8.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL265304,,,N=C(N)c1cccc(C(=O)N[C@@H](CC(=O)OC2CCCCC2)C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,IC50,'=',55.0,nM,7.26,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL396599,,,CN(C)CCCNC(=S)N1CCC(Oc2cc(C(C)(C)C)ccc2C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)CC1,Kapp,'=',170.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL237490,,,Cn1nccc1C(=O)N1CCC(Oc2cc(C(C)(C)C)ccc2C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)CC1,Kapp,'=',513.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL391408,,,CN(C)CC(=O)N1CCC(Oc2cc(C(C)(C)C)ccc2C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)CC1,Kapp,'=',176.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
