Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Target ChEMBL ID,Target Name,Target Organism,Target Type
CHEMBL148323,,,N=C(N)N1CCc2ccc(OC(C(=O)O)c3ccc(OC4CCNCC4)cc3)cc2C1,Ki,'=',2000.0,nM,5.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL25170,,,CC(=O)N1CCC(Oc2ccc(N(C/C=C/c3cc(C(=N)N)ccc3O)C(=O)CCC(=O)O)cc2C(F)(F)F)CC1,Ki,'=',3.0,nM,8.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3217281,,,O=S(=O)([O-])OC[C@@H]1O[C@H](O[C@H]2O[C@@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]3O[C@@H](COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]3O[C@H]3O[C@@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]3OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],IC50,'>',1000.0,ug.mL-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2391188,,,O=C(NC[C@H]1CN(c2ccc(N3CCC(C(=O)O)CC3)cc2)C(=O)O1)c1ccc(-c2noc(=O)[nH]2)cc1,Ki,'>',100000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3215402,,,C[C@@H]1O[C@@H](OC[C@@H]2O[C@@H](O[C@H]3[C@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H](O[C@H]4O[C@@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]4OS(=O)(=O)[O-])O[C@H]3COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],IC50,'>',1000.0,ug.mL-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL146641,,,Cc1ccc(C(=O)Nc2ccc(Cl)cc2)c(NC(=O)c2sc3ccccc3c2Cl)c1,Ki,'=',7.2,nM,8.14,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL96323,,,O=CNc1ccc(C(=O)NCC2CCN(c3ccncc3)CC2)cc1OCCc1ccc(Cl)cc1Cl,Ki,'=',75.0,nM,7.12,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL83903,,,Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(O)c(C(=O)N(C)C)c2)c1F,Ki,'=',2000.0,nM,5.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL139105,,,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(Cc2ccccc2)cc1,IC50,'=',460.0,nM,6.34,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL292718,,,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(N)c1,IC50,'>',11000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL423446,,,COc1ccc(C(=O)Nc2ccc(C(=N)N)cc2NC(=O)c2ccc(OC)cc2)cc1,K ass,'=',270000.0,l M-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL347406,,,O=C1CN(S(=O)(=O)c2cc3ccccc3s2)CCN1Cc1cc2c[nH]ccc-2n1,Ki,'=',959.0,nM,6.02,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL424576,,,COc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(N(C)C)cc2)cc1,K ass,'=',20100000.0,l M-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1923450,,,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C1=O)N1CCCC1,IC50,'=',1708.0,nM,5.77,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1923453,,,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1CCCC1,IC50,'=',32.0,nM,7.5,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL344831,,,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccc(C)cc2)cc1,IC50,'=',240.0,nM,6.62,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL327600,,,COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4cccc(C(=N)N)c4)C3=O)cc2c1,Ki,'=',47.0,nM,7.33,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL93681,,,N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ccc(N)cc4c3)C2=O)c1,Ki,'=',120.0,nM,6.92,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL47145,,,N=C(N)c1cccc(Oc2ccc(F)cc2NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,IC50,'=',4.5,nM,8.35,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL79344,,,Cc1ccc(N(C)C)cc1Oc1nc(Oc2cccc(C(=N)N)c2)c(F)c(C)c1F,Ki,'>',5000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL50127,,,N=C(N)c1cccc(Oc2cccc(Oc3cccc(C(=N)N)c3)n2)c1,Ki,'=',53.0,nM,7.28,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL49295,,,CC(=O)Nc1ccc(Oc2cccc(C(=N)N)c2)nc1Oc1cccc(C(=N)N)c1,Ki,'=',52.0,nM,7.28,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL50972,,,N=C(N)c1cccc(Oc2cc(Oc3ccccc3C(=N)N)ccc2[N+](=O)[O-])c1,Ki,'=',300.0,nM,6.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL20442,,,CN(CC(=O)NC(CC1CCNCC1)C(=O)c1nccs1)C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,IC50,'=',430.0,nM,6.37,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL607009,,,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCn1nnnc1N)B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1,Ki,'=',6000.0,nM,5.22,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL151049,,,N=C(N)c1ccc(/C=C2/CCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,Ki,'=',420.0,nM,6.38,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL25478,,,CCc1nc2ccc(OC3CCN(C(C)=N)CC3)cc2n1C/C(C)=C/c1cccc(N)c1,Ki,'=',1.3,nM,8.89,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1907779,,,CC1(C)CNc2c(cccc2S(=O)(=O)N[C@@H](CSCCCN)C(=O)N2CCC(CCO)CC2)C1,Ki,'=',87000.0,nM,4.06,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL267438,,,NC(=O)NCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2ccc(Cl)c(N)c2)=NO1,Ki,'=',2.5,nM,8.6,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL152859,,,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2Br)n(-c2cccc(C(=N)N)c2)n1,Ki,'=',0.01,nM,11.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1084908,,,N#Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CC(=O)NCCONC(=N)N,Ki,'=',6500.0,nM,5.19,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL19241,,,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1cnc(N)cn1,Ki,,,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL422844,,,Cc1ccc(NC(=O)c2scc(S(C)(=O)=O)c2Cl)c(C(=O)Nc2ccc(Cl)cc2)c1,Ki,'=',14.0,nM,7.85,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL351846,,,N=C(N)c1cccc(C(=O)N[C@@H](C(=O)N2CCN(c3ccc(F)cc3)CC2)c2ccccc2)c1,Ki,'=',15.0,nM,7.82,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2092985,,,N=C(c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cc3ccccc3cc2F)c(F)c1)N1CCCC1,IC50,'=',10.0,nM,8.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL20299,,,Cc1cc(C(=O)Nc2ncc(-c3ccccc3S(N)(=O)=O)cn2)n(-c2ccc3cc(Cl)ccc3c2)n1,IC50,'=',7.0,nM,8.15,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL84030,,,Cc1c(F)c(Oc2cccc(Cl)c2)nc(Oc2cccc(C(=N)N)c2)c1F,Ki,'=',1700.0,nM,5.77,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL97842,,,N=C(N)c1ccc(NC(=O)CC2CC(c3cccc(C(=N)N)c3)=NO2)cc1,Ki,'=',1400.0,nM,5.85,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL565589,,,CCOC(=O)/N=C(\Nc1ccc2oc(C)cc2c1)N[C@H]1CCCCN(CC(=O)N2CCCC2)C1=O,IC50,'=',32.0,nM,7.5,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL577960,,,Cc1cc2cc(N/C(=N\C(=O)c3cccc(C(=O)N(C)C)c3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,IC50,'=',10.0,nM,8.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL20708,,,Cc1cc(C(=O)Nc2ccc(N3CCCCC3)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,IC50,'=',131.0,nM,6.88,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL593482,,,O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2Cc3cnc(CO)n3C2=O)CC1,IC50,'=',8.0,nM,8.1,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL233611,,,CCN(CC)Cc1ccc(C(=O)N(CCc2ccccc2OC)[C@@H]2CCNC2)cc1,IC50,'=',100000.0,nM,4.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL141676,,,CCCC(CCC)C(=O)N[C@@H](CC(=O)OC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N,IC50,'=',301.0,nM,6.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL321510,,,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3)cc2c1,Ki,'=',43000.0,nM,4.37,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL110419,,,COC(=O)C(Cc1cccc(C(=N)N)c1)C(C)NC(=O)c1ccc(-c2cccc(CN)c2)cc1,Ki,'=',0.9,nM,9.05,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL18767,,,COC(=O)CN(CCCc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,Ki,'=',1.3,nM,8.89,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL254544,,,CN(C)C(=O)c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,Ki,'=',11.8,nM,7.93,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL403453,,,CS(=O)(=O)c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)c3cc4cc(Cl)ccc4o3)C2=O)c(F)c1,Ki,'=',6.2,nM,8.21,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL404708,,,O=C1C(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCN1c1ccc(-c2ccccc2)cc1F,Ki,'=',215.0,nM,6.67,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL254123,,,N#Cc1ncccc1-c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,Ki,'=',0.7,nM,9.15,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL404218,,,Cn1ccnc1-c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,Ki,'=',1.1,nM,8.96,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL43817,,,CC1CCCCN1C(=O)N(Cc1cccc(C(=N)NO)c1)NS(=O)(=O)c1ccc2ccccc2c1,Ki,'=',5400.0,nM,5.27,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL435028,,,C=CCOC(=O)N1CCC(Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)OCC)cc2)CC1,Ki,'=',3000.0,nM,5.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL138877,,,N=C(N)N1CCC[C@H](C(=O)NC[C@@H]2CCCN2C(=O)[C@H](CO)NS(=O)(=O)c2ccc3ccccc3c2)C1,Selectivity ratio,'>',18000.0,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL391527,,,O=C(N[C@@H]1CCCC[C@@H]1NC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,Ki,'=',7.3,nM,8.14,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL233994,,,O=C(N[C@H]1CCC[C@H]1NC(=O)c1ccc2c(c1)N=CC2Cl)c1ccc(-n2ccccc2=O)cc1,Ki,'=',1.0,nM,9.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL232923,,,COc1cc(Cl)ccc1C(=O)N[C@@H]1CCC[C@@H]1NC(=O)c1ccc(-n2ccccc2=O)cc1,Ki,'=',7420.0,nM,5.13,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL231905,,,O=C(N[C@H]1CCC[C@H]1NC(=O)c1cc2ccc(Cl)cc2[nH]1)c1ccc(-n2ccccc2=O)cc1,Ki,'=',266.0,nM,6.58,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL233964,,,O=C(N[C@H]1CCCC[C@H]1NC(=O)c1ccc2c(Cl)c[nH]c2c1)c1ccc(N2CCCNC2=O)cc1,Ki,'=',4.0,nM,8.4,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL410550,,,O=C(N[C@H]1CCC[C@H]1NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(-n2ccccc2=O)cc1,Ki,'=',11500.0,nM,4.94,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL398998,,,CN(C)Cc1nccn1-c1ccc(C(=O)N[C@H]2CCC[C@H]2NC(=O)c2ccc(Cl)s2)cc1,Ki,'=',2.8,nM,8.55,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL231726,,,O=C(N[C@@H]1CCCC[C@@H]1CS(=O)(=O)c1ccc(-n2ccccc2=O)cc1)c1ccc2c(Cl)c[nH]c2c1,Ki,'=',13.0,nM,7.89,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL271904,,,O=C1C(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCCN1c1ccc(-n2ccccc2=O)cc1F,Ki,'=',0.11,nM,9.96,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL393727,,,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(N)cc2)CC3)cc1,Ki,'=',1600.0,nM,5.8,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL163338,,,COC(=O)c1cccc(CS(=O)(=O)N[C@H](CC2CCN(C(=N)N)CC2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1.O=C(O)C(F)(F)F,IC50,'=',2.2,nM,8.66,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL194186,,,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)c(C(F)(F)F)c2)C(=O)O1)c1ccc(Cl)s1,IC50,'=',0.57,nM,9.24,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL557915,,,O=C(CN1CC[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,IC50,'=',1.76,nM,8.75,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL356711,,,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCc3ccccc32)c1,Ki,'=',2301.44,nM,5.64,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL344104,,,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc3ccccc23)C(=O)N2CCCCC2)c1,Ki,'=',16982.44,nM,4.77,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL419222,,,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cn[nH]c2)NC(=O)OCc2ccccc2)C1O,IC50,'=',346.3,nM,6.46,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL423555,,,COC(=O)[C@H]1CCCCN1C(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,Ki,'=',46025.66,nM,4.34,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL595710,,,CN1Cc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,IC50,'=',3.4,nM,8.47,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL593603,,,CN1Cc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)c3cc4ccc(Cl)cc4cn3)sc2C1,IC50,'=',9.5,nM,8.02,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL605310,,,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)c3cc4ccc(Cl)cc4cn3)sc2C1,IC50,'=',3.0,nM,8.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL479863,,,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,IC50,'=',2.3,nM,8.64,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL145250,,,CNC(=O)[C@H]1CCCCN1C(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,Ki,'=',60255.96,nM,4.22,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL366405,,,COC(=O)C(C)CN(c1ccc2c(c1)nc(C)n2Cc1ccc2ccc(C(=N)N)cc2c1)C1CCN(C(C)=N)CC1,Ki,'=',80.0,nM,7.1,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL20825,,,CCOC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)c1cccc(C(=N)N)c1,Ki,'=',2000.0,nM,5.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL358526,,,Cc1cc(C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(C)CC2)c(C)c1,Ki,'=',95499.26,nM,4.02,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL219163,,,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3cc(Cl)ccc3o2)C1=O,Ki,'=',782.0,nM,6.11,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL162518,,,N=C(N)NCCC[C@H](NC(=O)CN1CC(=O)N[C@H](CCCNC(=N)N)C1=O)C(=O)c1nccs1,IC50,'=',21.0,nM,7.68,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL162855,,,CS(=O)(=O)N1CCN(CC(=O)N[C@@H](CCCN=C(N)N)C(=O)c2nccs2)C(=O)[C@@H]1Cc1ccccc1,IC50,'=',459.0,nM,6.34,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL43166,,,N=C(N)c1cccc(OCC(Cc2ccccc2)NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,IC50,'=',5.6,nM,8.25,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2370416,,,CC(C)(C)OC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccc(F)cc1,IC50,'=',6700.0,nM,5.17,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL92865,,,Cc1ccc(-c2nc3cc(C(=N)N)ccc3[nH]2)c(O)c1,Ki,'=',9400.0,nM,5.03,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL152514,,,CC(=N)N1CCC(Oc2ccc3c(c2)OCC(=O)N3Cc2cccc(-c3cccc(C(=N)N)c3)c2)CC1,IC50,'=',4.0,nM,8.4,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL153640,,,CC(=N)N1CCC(Oc2ccc3c(c2)OCC(=O)N3Cc2ccc3ccc(C(=N)N)cc3c2)CC1,IC50,'=',6.0,nM,8.22,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL163412,,,N=C(N)NCCC[C@H](NC(=O)CN1CCN[C@@H](Cc2ccccc2)C1=O)C(=O)c1nccs1,IC50,'=',888.0,nM,6.05,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL45374,,,N=C(N)c1cccc(Oc2ccc(Br)cc2NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,IC50,'=',1.6,nM,8.8,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL470719,,,Cc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c2ccc(C(=N)N(C)C)cc2)nc1,IC50,'=',1.1,nM,8.96,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL221956,,,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCC(C(=O)O)CC2)c1,IC50,'=',0.7,nM,9.15,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL475186,,,CCN1CCN=C1c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,IC50,'=',6.0,nM,8.22,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL231779,APIXABAN,4.0,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Ki,'=',0.08,nM,10.1,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL352973,,,N=C(N)c1cccc(CN2CCN(Cc3nc4cc(Cl)ccc4[nH]3)CC2=O)c1,Ki,'>',1200.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3114857,,,CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(N)c2)ccc1OC(C)C,Ki,'=',1800.0,nM,5.75,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL267387,,,Nc1cc(C2=NOC(Cn3cccn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,Ki,'=',1100.0,nM,5.96,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL7626,,,CS(=O)(=O)NCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2ccc(Cl)c(N)c2)=NO1,Ki,'=',240.0,nM,6.62,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL330234,,,N=C(N)c1ccc2[nH]c(-c3cc(Br)cc(Br)c3O)cc2c1,Ki,'=',89.0,nM,7.05,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL342914,,,N=C(N)N1CCCC(C[C@@H](C=O)NC(=O)CN2CCCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1,IC50,'>',25000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
